#CODE;RUSSIAN;x
#EVTDESC_MNM_6990;It's a magnificently [Root.GetWeatherAdjective] day when I decide to leave the comforts of our [province_target.GetHolding] and head out into the surprisingly [Root.GetTemperature] wind to visit my old childhood friend. She's supposed to be back from the [Root.GetHouseOfWorship] now.;C'est un beau jour [Root.GetWeatherAdjective] lorsque je dйcide de quitter le confort [province_target.GetHoldingDuDela] et d'affronter le vent йtonnamment [Root.GetTemperature] pour rendre visite а mon amie d'enfance. Elle est supposйe кtre revenue а prйsent [Root.GetHouseOfWorship].;Es ist ein wunderschцner [Root.GetWeatherAdjective] Tag, als ich mich entschlieЯe, mein gemьtliches Heim zu verlassen, und in den ьberraschend [Root.GetTemperature] Wind trete, um eine alte Jugendbekanntschaft zu treffen. Sie sollte bereits aus dem Gotteshaus zurьck sein.;;En este dнa [Root.GetWeatherAdjective] he decidido abandonar las comodidades de mi hogar y desafiar al [Root.GetTemperature] viento para visitar a una amiga de la infancia. She's supposed to be back from the [Root.GetHouseOfWorship] now.;;;;;x
#EVTOPTA_MNM_6990;Our [Root.Capital.GetCapitalHolding] is the best.;Notre [Root.Capital.GetHolding] est magnifique.;Unser/e [Root.Capital.GetCapitalHolding] ist das Beste.;;Nuestro/a [Root.Capital.GetCapitalHolding] es incomparable.;;;;;x
#EVTOPTA_MNM_6990_TT;Indeed.;En effet.;In der Tat.;;Por supuesto.;;;;;x
#EVTDESC_MNM_6991;The [Root.GetWeather] has been extreme around the [Root.GetHolding] of our beloved [Root.Capital.Capital.GetName].;Le temps a йtй extrкmement [Root.GetWeather] aux alentours [Root.GetHoldingDuDela] de [Root.Capital.Capital.GetName].;Das Wetter ist seit einiger Zeit extrem an diesem Punkt ([Root.GetHolding]) unseres geliebten Reichs.;;El clima estб siendo extremo en los aledaсos del/de la [Root.GetHolding] de [Root.Capital.Capital.GetName].;;;;;x
#EVTOPTA_MNM_6991;Yeah!;Oui !;Jawohl!;;ЎSн!;;;;;x
#EVTOPTA_MNM_6991_TT;Indeed.;En effet.;In der Tat.;;Por supuesto.;;;;;x
GetWeatherAdjective_Sunny;ясн;x
GetWeatherAdjective_Rainy;дождлив;x
GetWeatherAdjective_Snowy;снежн;x
GetWeatherAdjective_Stormy;ненастн;x
GetWeatherAdjective_Windy;ветренн;x
GetWeatherAdjective_Cloudy;облачн;x
GetWeatherAdjective_Foggy;туманн;x
GetTemperature_Sweltering;знойн;x
GetTemperature_Freezing;морозн;x
GetTemperature_Cold;холодн;x
GetTemperature_Warm;тепл;x
GetHolding_Castle_1;замок;x
GetHolding_Castle_2;замок;x
GetHolding_Castle_3;замок;x #дворец
GetHolding_Temple_1;храм;x
GetHolding_Nomad_1;лагерь;x
GetHolding_Nomad_2;лагерь;x #encampment
GetHolding_Nomad_3;лагерь;x #дворец
GetHolding_Tribal_1;чертог;x #village
GetHolding_Tribal_2;чертог;x #town
GetHolding_Tribal_3;чертог;x #fortress
GetHolding_City_1;город;x
GetHolding_City_2;город;x
GetHolding_City_3;город;x #metropolis
GetHolding_Fallback_1;замок;x #столица
GetHouseOfWorship_Christian;церковь;x
GetHouseOfWorship_Muslim;мечеть;x
GetHouseOfWorship_Pagan;храм;x
GetHouseOfWorship_Zoroastrian;храм;x
GetHouseOfWorship_Jewish;синагога;x
GetHouseOfWorship_Hindu;храм;x
GetHouseOfWorship_Buddhist;храм;x
GetHouseOfWorship_Jain;храм;x
EVTDESC_MNM_6250_A;Я стоял у окна и смотрел на [assassin_protege_1.GetFirstName]. [assassin_protege_1.GetSheHeCap] демонстрирует стальную решимость в некоторых вопросах, и я считаю, что [assassin_protege_1.GetSheHe] может стать намного мастеровитее, чем многие ассасины...Это опасный путь, но я уверен, что с моей помощью [assassin_protege_1.GetSheHe] достигнет больших высот.;x
EVTDESC_MNM_6250_B;Сегодня я поймал молод[assassin_protege.GetUyuOgo] вор[assassin_protege.GetOvkuA], котор[assassin_protege.GetAyaYy] пыта[assassin_protege.GetLasLsya] похитить мой кошелек. Мои охранники были в ярости от поведения ребенка. Я уже уходил, когда [assassin_protege.GetSheHe] бросил[assassin_protege.GetEndA] дерзский взгляд на меня...Я вспомнил себя в молодости! Мне стало интересно, насколько может быть коварен этот ребенок. Я беру его в ученики!;x
EVTOPTA_MNM_6250;Я поговорил с [assassin_protege_1.GetTitledFirstName] о [assassin_protege_1.GetHersHisCapOpp] потенциале.;x
EVTOPTA_MNM_6250_TT;§Y[assassin_protege_1.GetTitledFirstName]§! станет Ваш[assassin_protege_1.GetEyIm] учени[assassin_protege_1.GetTseyKom].\n;x
EVTOPTB_MNM_6250;Возможно [assassin_protege_2.GetTitledFirstName] обладает большим потенциалом…;x
EVTOPTB_MNM_6250_TT;§Y[assassin_protege_2.GetTitledFirstName]§! станет Ваш[assassin_protege_2.GetEyIm] учени[assassin_protege_2.GetTseyKom].\n;x
EVTOPTC_MNM_6250;Возможно [assassin_protege_3.GetTitledFirstName] обладает большим потенциалом…;x
EVTOPTC_MNM_6250_TT;§Y[assassin_protege_3.GetTitledFirstName]§! станет Ваш[assassin_protege_3.GetEyIm] учени[assassin_protege_3.GetTseyKom].\n;x
EVTOPTD_MNM_6250;Позовите [assassin_protege.GetFirstName]! У меня есть особый интерес к этой потерянной душе.;x
EVTOPTD_MNM_6250_TT;§Y[assassin_protege.GetTitledFirstName]§! станет Ваш[assassin_protege.GetEyIm] учени[assassin_protege.GetTseyKom].\n;x
EVTOPTE_MNM_6250;[assassin_protege.GetTitledFirstName] пытался украсть мой кошелек, но меня так просто не обманешь!;x
EVTOPTE_MNM_6250_TT;Проигнорировать возможность тренировать ученика для §Yассасинов§!. Ребёнок будет арестован за свои преступления.\n;x
EVTOPTF_MNM_6250;Я не могу сейчас быть наставником.;x
EVTOPTF_MNM_6250_TT;Игнорировать возможность тренировать ученика для §Yассасинов§!.\n;x
opinion_parental_praise;Дал мне родительское благословение;x
opinion_was_shown_mercy;Проявил ко мне милосердие;x
EVTDESC_MNM_6252;Под моим чутким руководством [assassin_protege.GetTitledFirstName] растет в уверенн[Root.GetUyuOgo] молод[Root.GetUyuOgo] [assassin_protege.GetAgedPersonACC]. [assassin_protege.GetSheHeCap] очень много читает и стремится узнать о нашей вере больше... Следующие шаги обучения должны быть осторожными.;x
EVTOPTA_MNM_6252;[assassin_protege.GetTitledFirstName] долж[assassin_protege.GetNaEn] сосредоточить свое внимание на культурной адаптации.;x
EVTOPTA_MNM_6252_TT;§Y[assassin_protege.GetTitledFirstName]§! - хорош[assassin_protege.GetAyaIy] шпион[assassin_protege.GetEndKa], поддержать [assassin_protege.GetHersHis] в этом.\n;x
EVTOPTB_MNM_6252;[assassin_protege.GetTitledFirstName] долж[assassin_protege.GetNaEn] больше практиковаться с кинжалом.;x
